,Biuro,Chillout,Czytelnia,Kawiarnia,Toaleta,Wejście
206,0,0,0,0,0,0
207,0,0,0,0,0,0
208,0,0,0,0,0,0
209,0,0,0,0,0,0
210,0,0,0,0,0,0
211,0,0,0,0,0,0
212,0,0,0,0,0,0
213,0,0,0,0,0,0
214,0,0,0,0,0,0
215,0,0,0,0,0,0
216,0,0,0,0,0,0
217,0,0,0,0,0,0
218,0,0,0,0,0,0
219,0,0,0,0,0,0
220,0,0,0,0,0,0
221,0,0,0,0,0,0
222,0,0,0,0,0,0
223,0,0,0,0,0,0
224,0,0,0,0,0,0
225,0,0,0,0,0,0
226,0,0,0,0,0,0
227,0,0,0,0,0,0
228,0,0,0,0,0,0
229,0,0,0,0,0,0
230,0,0,0,0,0,0
231,0,0,0,0,0,0
232,0,0,0,0,0,0
233,0,0,0,0,0,0
234,0,0,0,0,0,0
235,0,0,0,0,0,0
236,0,0,0,0,0,0
237,0,0,0,0,0,0
238,0,0,0,0,0,0
239,0,0,0,0,0,0
240,0,0,0,0,0,0
241,0,0,0,0,0,0
242,0,0,0,0,0,0
243,0,0,0,0,0,0
244,0,0,0,0,0,0
245,0,0,0,0,0,0
246,0,0,0,0,0,0
247,0,0,0,0,0,0
248,0,0,0,0,0,0
249,0,0,0,0,0,0
250,0,0,0,0,0,0
251,0,0,0,0,0,0
252,0,0,0,0,0,0
253,0,0,0,0,0,0
254,0,0,0,0,0,0
255,0,0,0,0,0,0
256,0,0,0,0,0,0
257,0,0,0,0,0,0
258,0,0,0,0,0,0
259,0,0,0,0,0,0
260,0,0,0,0,0,0
261,0,0,0,0,0,0
262,0,0,0,0,0,0
263,0,0,0,0,0,0
264,0,0,0,0,0,0
265,0,0,0,0,0,0
266,0,0,0,0,0,0
267,0,0,0,0,0,0
268,0,0,0,0,0,0
269,0,0,0,0,0,0
270,0,0,0,0,0,0
271,0,0,0,0,0,0
272,0,0,0,0,0,0
273,0,0,0,0,0,0
274,0,0,0,0,0,0
275,0,0,0,0,0,0
276,0,0,0,0,0,0
277,0,0,0,0,0,0
278,0,0,0,0,0,0
279,0,0,0,0,0,0
280,0,0,0,0,0,0
281,0,0,0,0,0,0
282,0,0,0,0,0,0
283,0,0,0,0,0,0
284,0,0,0,0,0,0
285,0,0,0,0,0,0
286,0,0,0,0,0,0
287,0,0,0,0,0,0
288,0,0,0,0,0,0
289,0,0,0,0,0,0
290,0,0,0,0,0,0
291,0,0,0,0,0,0
292,0,0,0,0,0,0
293,0,0,0,0,0,0
294,0,0,0,0,0,0
295,0,0,0,0,0,0
296,0,0,0,0,0,0
297,0,0,0,0,0,0
298,0,0,0,0,0,0
299,0,0,0,0,0,0
300,0,0,0,0,0,0
301,0,0,0,0,0,0
302,0,0,0,0,0,0
303,0,0,0,0,0,0
304,0,0,0,0,0,0
305,0,0,0,0,0,0
306,0,0,0,0,0,0
307,0,0,0,0,0,0
308,0,0,0,0,0,0
309,0,0,0,0,0,0
310,0,0,0,0,0,0
311,0,0,0,0,0,0
312,0,0,0,0,0,0
313,0,0,0,0,0,0
314,0,0,0,0,0,0
315,0,0,0,0,0,0
316,0,0,0,0,0,0
317,0,0,0,0,0,0
318,0,0,0,0,0,0
319,0,0,0,0,0,0
320,0,0,0,0,0,0
321,0,0,0,0,0,0
322,0,0,0,0,0,0
323,0,0,0,0,0,0
324,0,0,0,0,0,0
325,0,0,0,0,0,0
326,0,0,0,0,0,0
327,0,0,0,0,0,0
328,0,0,0,0,0,0
329,0,0,0,0,0,0
330,0,0,0,0,0,0
331,0,0,0,0,0,0
332,0,0,0,0,0,0
333,0,0,0,0,0,0
334,0,0,0,0,0,0
335,0,0,0,0,0,0
336,0,0,0,0,0,0
337,0,0,0,0,0,0
338,0,0,0,0,0,0
339,0,0,0,0,0,0
340,0,0,0,0,0,0
341,0,0,0,0,0,0
342,0,0,0,0,0,0
343,0,0,0,0,0,0
344,0,0,0,0,0,0
345,0,0,0,0,0,0
346,0,0,0,0,0,0
347,0,0,0,0,0,0
348,0,0,0,0,0,0
349,0,0,0,0,0,0
350,0,0,0,0,0,0
351,0,0,0,0,0,0
352,0,0,0,0,0,0
353,0,0,0,0,0,0
354,0,0,0,0,0,0
355,0,0,0,0,0,0
356,0,0,0,0,0,0
357,0,0,0,0,0,0
358,0,0,0,0,0,0
359,0,0,0,0,0,0
360,0,0,0,0,0,0
361,0,0,0,0,0,0
362,0,0,0,0,0,0
363,0,0,0,0,0,0
364,0,0,0,0,0,0
365,0,0,0,0,0,0
366,0,0,0,0,0,0
367,0,0,0,0,0,0
368,0,0,0,0,0,0
369,0,0,0,0,0,0
370,0,0,0,0,0,0
371,0,0,0,0,0,0
372,0,0,0,0,0,0
373,0,0,0,0,0,0
374,0,0,0,0,0,0
375,0,0,0,0,0,0
376,0,0,0,0,0,0
377,0,0,0,0,0,0
378,0,0,0,0,0,0
379,0,0,0,0,0,0
380,0,0,0,0,0,0
381,0,0,0,0,0,0
382,0,0,0,0,0,0
383,0,0,0,0,0,0
384,0,0,0,0,0,0
385,0,0,0,0,0,0
386,0,0,0,0,0,0
387,0,0,0,0,0,0
388,0,0,0,0,0,0
389,0,0,0,0,0,0
390,0,0,0,0,0,0
391,0,0,0,0,0,0
392,0,0,0,0,0,0
393,0,0,0,0,0,0
394,0,0,0,0,0,0
395,0,0,0,0,0,0
396,0,0,0,0,0,0
397,0,0,0,0,0,0
398,0,0,0,0,0,0
399,0,0,0,0,0,0
400,0,0,0,0,0,0
401,0,0,0,0,0,0
402,0,0,0,0,0,0
403,0,0,0,0,0,0
404,0,0,0,0,0,0
405,0,0,0,0,0,0
406,0,0,0,0,0,0
407,0,0,0,0,0,0
408,0,0,0,0,0,0
409,0,0,0,0,0,0
410,0,0,0,0,0,0
411,0,0,0,0,0,0
412,0,0,0,0,0,0
413,0,0,0,0,0,0
414,0,0,0,0,0,0
415,0,0,0,0,0,0
416,0,0,0,0,0,0
417,0,0,0,0,0,0
418,0,0,0,0,0,0
419,0,0,0,0,0,0
420,0,0,0,0,0,0
421,0,0,0,1,0,0
422,1,0,0,1,0,0
423,1,0,1,1,0,0
424,2,0,1,1,0,0
425,2,0,2,1,0,0
426,3,0,2,1,0,0
427,3,0,3,1,0,0
428,3,0,4,1,0,0
429,3,0,4,2,0,0
430,3,0,5,2,0,0
431,4,0,5,2,0,0
432,6,0,4,2,0,0
433,6,0,4,3,0,0
434,6,0,5,3,0,0
435,6,0,5,4,0,0
436,7,0,4,5,0,0
437,9,0,3,5,0,0
438,9,0,4,5,0,0
439,9,0,3,7,0,0
440,11,0,2,7,0,0
441,11,0,3,7,0,0
442,11,0,4,7,0,0
443,12,0,3,8,0,0
444,12,0,3,9,0,0
445,12,0,3,10,0,0
446,13,0,3,10,0,0
447,13,0,3,11,0,0
448,13,0,3,12,0,0
449,13,0,3,13,0,0
450,13,0,3,14,0,0
451,15,0,1,15,0,0
452,15,0,2,15,0,0
453,16,0,3,14,0,0
454,16,0,3,15,0,0
455,17,0,3,15,0,0
456,18,0,3,15,0,0
457,18,0,4,15,0,0
458,18,0,5,15,0,0
459,19,0,5,15,0,0
460,19,0,7,14,0,0
461,20,0,7,14,0,0
462,20,0,8,14,0,0
463,19,0,9,14,1,0
464,20,0,8,15,1,0
465,21,0,8,15,1,0
466,23,0,9,14,0,0
467,26,0,8,13,0,0
468,25,0,8,14,1,0
469,25,0,8,15,1,0
470,27,0,8,14,1,0
471,32,0,5,14,0,0
472,32,0,5,15,0,0
473,33,0,2,18,0,0
474,33,0,3,18,0,0
475,34,0,5,16,0,0
476,35,0,5,16,0,0
477,34,0,6,16,1,0
478,35,0,5,17,1,0
479,35,0,6,17,1,0
480,35,0,7,18,0,0
481,37,0,8,17,0,0
482,40,0,9,15,0,0
483,40,0,9,17,0,0
484,40,0,9,19,0,0
485,40,0,7,23,0,0
486,43,0,8,21,0,0
487,44,0,8,22,0,0
488,45,0,8,22,1,0
489,46,0,7,24,1,0
490,47,0,8,24,1,0
491,48,0,7,27,0,0
492,50,0,8,26,0,0
493,50,0,9,27,0,0
494,50,0,10,28,0,0
495,52,0,9,29,0,0
496,53,0,9,29,1,0
497,52,0,11,30,1,0
498,51,0,11,33,1,0
499,52,0,11,35,0,0
500,54,0,14,32,0,0
501,54,0,14,33,1,0
502,59,0,11,33,1,0
503,60,0,12,33,1,0
504,62,0,13,32,1,0
505,63,0,14,33,0,0
506,64,0,14,33,1,0
507,65,0,15,33,1,0
508,65,0,15,34,2,0
509,65,0,15,37,1,0
510,69,0,13,37,1,0
511,71,0,15,35,1,0
512,70,0,16,38,0,0
513,69,0,16,41,0,0
514,71,0,17,40,0,0
515,72,0,17,41,0,0
516,74,0,19,38,1,0
517,74,0,18,40,2,0
518,77,0,17,40,2,0
519,77,0,18,41,2,0
520,78,0,20,41,1,0
521,78,0,20,44,0,0
522,79,0,24,41,0,0
523,78,0,24,43,1,0
524,78,0,25,44,1,0
525,80,0,21,47,2,0
526,83,0,25,43,1,0
527,84,0,25,44,1,0
528,82,0,27,44,3,0
529,83,0,26,46,3,0
530,86,0,23,49,2,0
531,87,0,24,49,2,0
532,86,0,27,49,2,0
533,86,0,27,51,2,0
534,92,0,24,50,2,0
535,93,0,26,48,3,0
536,94,0,27,49,2,0
537,93,0,30,49,2,0
538,94,0,30,49,3,0
539,96,0,30,49,3,0
540,96,0,31,50,3,0
541,96,0,33,49,4,0
542,97,0,32,51,4,0
543,99,0,31,53,3,0
544,99,0,31,54,4,0
545,101,0,31,55,3,0
546,104,0,31,55,2,0
547,107,0,30,56,1,0
548,108,0,28,57,3,0
549,109,0,30,55,4,0
550,107,0,32,54,7,0
551,108,0,31,57,6,0
552,107,0,30,60,6,0
553,107,0,35,57,6,0
554,109,0,34,60,4,0
555,117,0,33,56,3,0
556,112,0,38,56,5,0
557,112,0,37,60,4,0
558,107,0,35,64,7,0
559,111,0,33,66,5,0
560,110,0,35,67,5,0
561,110,0,35,67,7,0
562,110,0,37,68,6,0
563,115,0,39,65,4,0
564,119,0,39,63,4,0
565,120,0,39,65,3,0
566,119,0,39,65,5,0
567,120,0,41,65,4,0
568,122,0,40,68,2,0
569,124,0,41,68,1,0
570,126,0,44,64,2,0
571,128,0,41,66,2,0
572,128,0,40,67,3,0
573,128,0,42,65,4,0
574,131,0,43,63,4,0
575,130,0,47,62,2,0
576,131,0,45,63,4,0
577,131,0,48,62,4,0
578,134,0,48,60,5,0
579,138,0,46,60,5,0
580,140,0,49,56,6,0
581,142,1,49,56,5,0
582,145,1,50,56,3,0
583,145,1,51,55,4,0
584,146,1,48,59,4,0
585,147,1,49,57,5,0
586,152,1,48,56,4,0
587,155,1,48,56,3,0
588,151,1,49,56,8,0
589,155,1,51,52,8,0
590,157,1,54,50,7,0
591,162,1,52,50,6,0
592,163,1,53,48,8,0
593,159,1,52,52,10,0
594,164,1,51,52,8,0
595,165,1,53,52,7,0
596,168,1,53,52,6,0
597,165,1,54,55,7,0
598,168,1,55,54,6,0
599,168,1,52,57,5,0
600,169,0,54,57,3,0
601,169,0,52,59,5,0
602,169,0,55,59,3,0
603,168,0,56,59,6,0
604,169,0,54,61,7,0
605,168,0,54,64,8,0
606,170,0,56,63,7,0
607,172,0,59,63,5,0
608,172,0,62,60,8,0
609,174,0,63,60,8,0
610,169,0,63,65,11,0
611,172,1,68,61,9,0
612,175,1,66,64,8,0
613,176,1,68,65,7,0
614,174,1,68,67,8,0
615,174,1,72,68,6,0
616,173,1,76,65,8,0
617,174,1,73,70,7,0
618,172,1,72,72,9,0
619,178,2,70,68,11,0
620,177,2,71,68,12,0
621,178,2,70,72,11,0
622,176,2,71,75,11,0
623,177,3,76,75,7,0
624,179,4,80,71,7,0
625,178,4,81,74,7,0
626,181,4,79,76,7,0
627,181,4,80,76,9,0
628,185,4,78,78,7,0
629,185,4,79,80,6,0
630,187,3,78,80,9,0
631,191,3,80,79,7,0
632,191,3,83,79,7,0
633,195,3,79,80,9,0
634,196,3,82,76,12,0
635,194,3,81,83,10,0
636,196,3,82,85,8,0
637,198,3,83,84,9,0
638,196,3,85,85,11,0
639,191,3,87,88,13,0
640,195,3,84,92,11,0
641,197,2,84,95,10,0
642,200,2,83,94,11,0
643,197,2,88,95,11,0
644,199,3,89,93,12,0
645,197,3,91,94,12,0
646,195,2,93,98,12,0
647,193,1,94,103,12,0
648,191,1,94,104,15,0
649,192,1,95,104,15,0
650,198,1,92,105,13,0
651,201,1,93,106,10,0
652,200,1,93,109,10,0
653,199,1,98,106,12,0
654,202,1,89,112,14,0
655,210,0,86,109,16,0
656,213,0,84,110,16,0
657,212,0,89,109,15,0
658,213,0,94,106,15,0
659,215,0,97,105,14,0
660,214,0,101,105,14,0
661,218,0,108,100,10,0
662,217,0,104,105,10,0
663,212,0,107,108,11,0
664,211,0,111,106,11,0
665,210,0,112,109,10,0
666,204,0,112,114,10,0
667,204,0,111,116,9,0
668,203,0,113,117,9,0
669,201,0,110,122,10,0
670,204,0,108,119,14,0
671,206,0,109,117,13,0
672,208,1,109,118,11,0
673,206,1,104,121,15,0
674,203,1,108,119,16,0
675,205,1,104,123,15,0
676,202,1,107,125,15,0
677,201,1,106,127,16,0
678,194,2,112,126,19,0
679,199,2,117,119,16,0
680,201,2,116,120,15,0
681,200,2,113,125,15,0
682,198,3,116,124,16,0
683,198,3,117,127,12,0
684,192,4,118,128,15,0
685,196,5,116,126,15,0
686,199,6,110,128,17,0
687,201,6,110,128,17,0
688,201,6,108,132,16,0
689,205,6,110,129,15,0
690,205,6,109,133,13,0
691,205,7,107,132,15,0
692,208,7,105,134,12,0
693,205,7,107,131,17,0
694,206,7,105,134,16,0
695,209,8,109,128,16,0
696,212,9,106,127,15,0
697,213,9,107,126,14,0
698,215,9,110,121,15,0
699,211,9,112,124,15,0
700,221,9,112,120,11,0
701,226,9,109,119,12,0
702,230,9,109,120,6,0
703,226,9,107,121,12,0
704,227,8,104,123,15,0
705,221,9,109,125,14,0
706,229,9,103,124,13,0
707,226,9,105,123,15,0
708,229,9,101,119,20,0
709,232,9,101,120,17,0
710,231,8,103,122,16,0
711,230,10,105,113,22,0
712,229,9,109,115,20,0
713,233,9,111,111,19,0
714,237,9,110,109,20,0
715,240,11,103,111,19,0
716,240,11,107,112,16,0
717,244,12,100,118,11,0
718,242,13,99,121,10,0
719,244,13,105,117,5,0
720,241,13,109,118,4,0
721,239,14,108,116,8,0
722,238,13,108,116,8,0
723,232,12,110,119,9,0
724,235,12,109,117,8,0
725,231,12,109,118,11,0
726,232,13,110,114,12,0
727,232,13,110,115,11,0
728,233,13,104,115,16,0
729,231,13,104,113,19,0
730,232,12,99,115,22,0
731,233,11,101,117,18,0
732,237,11,98,112,18,0
733,236,11,103,113,13,0
734,233,12,105,113,12,0
735,235,12,101,112,15,0
736,240,12,98,112,14,0
737,242,12,97,111,14,0
738,242,11,93,114,13,0
739,240,10,94,114,15,0
740,242,10,98,110,13,0
741,242,10,95,114,12,0
742,244,9,89,122,8,0
743,249,8,85,119,12,0
744,246,9,87,122,10,0
745,247,9,87,122,10,0
746,250,9,86,122,8,0
747,250,9,83,122,9,0
748,251,8,83,119,12,0
749,247,9,83,122,10,0
750,246,11,80,123,12,0
751,241,11,82,125,11,0
752,242,11,80,123,13,0
753,239,11,79,120,19,0
754,235,13,75,122,19,0
755,235,12,75,120,22,0
756,242,13,75,116,19,0
757,244,13,76,114,18,0
758,244,13,78,112,18,0
759,241,15,74,115,16,0
760,242,13,74,114,18,0
761,237,15,78,118,14,0
762,240,16,74,118,14,0
763,243,17,76,111,16,0
764,242,17,72,115,14,0
765,234,17,73,123,14,0
766,234,17,75,119,15,0
767,234,16,76,116,17,0
768,227,15,72,122,23,0
769,223,16,77,115,27,0
770,220,16,75,120,27,0
771,222,16,75,119,26,0
772,221,15,77,118,26,0
773,219,15,83,117,22,0
774,221,16,81,116,23,0
775,220,17,87,114,19,0
776,223,19,84,111,19,0
777,218,19,87,114,17,0
778,215,19,89,116,17,0
779,214,22,83,120,16,0
780,208,22,82,121,21,0
781,212,23,76,118,22,0
782,213,23,80,116,20,0
783,209,23,78,117,22,0
784,204,23,77,122,23,0
785,202,24,76,121,24,0
786,197,24,81,124,20,0
787,200,24,84,121,17,0
788,205,24,83,117,18,0
789,199,25,84,119,19,0
790,199,26,84,116,17,0
791,201,28,77,116,19,0
792,192,30,73,120,24,0
793,191,31,74,117,26,0
794,195,30,71,115,28,0
795,191,31,71,120,26,0
796,189,29,73,122,25,0
797,192,31,73,122,19,0
798,191,31,74,127,15,0
799,192,32,80,121,14,0
800,194,34,77,122,12,0
801,196,32,75,123,14,0
802,194,33,76,121,14,0
803,190,33,82,117,16,0
804,192,33,81,118,15,0
805,190,33,81,117,16,0
806,191,33,80,114,18,0
807,195,33,79,114,16,0
808,201,30,78,112,15,0
809,198,30,79,113,16,0
810,198,31,79,110,15,0
811,199,29,72,116,17,0
812,204,29,70,113,16,0
813,199,28,74,112,18,0
814,200,29,71,112,18,0
815,199,27,74,110,20,0
816,200,27,83,105,15,0
817,196,28,79,110,17,0
818,198,28,77,110,15,0
819,193,30,76,114,15,0
820,194,29,78,113,15,0
821,199,27,73,116,13,0
822,198,28,71,115,9,0
823,195,26,72,116,12,0
824,190,26,67,120,18,0
825,189,25,68,118,17,0
826,188,24,69,119,17,0
827,181,26,74,116,20,0
828,180,27,73,119,19,0
829,186,23,76,115,18,0
830,181,23,75,117,20,0
831,180,21,80,118,17,0
832,180,20,78,122,16,0
833,182,20,78,122,14,0
834,181,21,77,123,12,0
835,181,21,79,123,10,0
836,180,22,74,122,13,0
837,181,23,75,121,11,0
838,177,24,69,125,12,0
839,179,25,68,125,9,0
840,178,23,66,129,11,0
841,176,25,64,130,10,0
842,175,25,67,125,10,0
843,170,25,61,128,14,0
844,174,25,62,122,13,0
845,169,25,64,123,13,0
846,165,25,67,126,9,0
847,166,25,64,128,7,0
848,168,23,67,122,8,0
849,169,22,69,119,8,0
850,166,22,69,117,12,0
851,159,21,71,122,13,0
852,159,21,71,116,15,0
853,161,21,68,113,18,0
854,158,22,72,115,14,0
855,156,21,72,119,13,0
856,153,22,74,116,14,0
857,149,24,76,117,12,0
858,149,23,78,115,14,0
859,152,24,75,111,15,0
860,152,23,78,107,15,0
861,147,22,78,109,20,0
862,152,23,77,107,18,0
863,156,23,76,104,18,0
864,153,23,79,105,15,0
865,153,24,79,105,10,0
866,151,25,80,107,9,0
867,154,25,76,108,7,0
868,154,26,77,108,6,0
869,154,25,75,110,6,0
870,156,25,77,104,7,0
871,149,26,76,108,10,0
872,149,24,81,104,9,0
873,150,23,78,102,12,0
874,139,25,81,105,12,0
875,133,26,80,104,16,0
876,134,26,81,104,13,0
877,135,25,76,110,11,0
878,132,25,76,111,10,0
879,134,24,73,110,14,0
880,129,26,72,113,15,0
881,132,28,68,115,11,0
882,128,28,75,109,12,0
883,126,27,70,116,13,0
884,122,27,69,122,12,0
885,123,27,69,124,9,0
886,121,26,71,126,7,0
887,121,27,69,126,7,0
888,123,26,70,121,10,0
889,120,26,71,124,10,0
890,122,25,69,123,11,0
891,119,25,68,124,11,0
892,122,25,67,123,11,0
893,123,23,67,123,10,0
894,119,23,68,121,14,0
895,121,22,70,120,12,0
896,120,21,74,114,15,0
897,119,21,73,114,16,0
898,122,21,67,116,16,0
899,116,23,71,118,14,0
900,117,23,74,113,15,0
901,115,23,75,113,14,0
902,114,23,79,113,11,0
903,112,24,78,116,10,0
904,114,24,78,113,10,0
905,118,23,77,108,12,0
906,117,25,77,106,15,0
907,119,24,75,107,15,0
908,118,27,77,102,15,0
909,117,26,76,104,16,0
910,120,24,75,104,16,0
911,120,24,75,105,14,0
912,117,23,76,108,15,0
913,123,23,78,103,13,0
914,124,23,81,101,12,0
915,116,23,85,100,15,0
916,113,25,83,105,13,0
917,115,26,81,103,15,0
918,113,25,79,105,14,0
919,110,25,84,105,12,0
920,114,24,83,105,10,0
921,114,24,84,106,9,0
922,121,25,82,101,9,0
923,118,27,84,99,11,0
924,120,28,84,98,10,0
925,121,28,80,98,13,0
926,119,29,82,99,12,0
927,115,30,84,99,11,0
928,115,31,79,107,7,0
929,116,31,81,104,8,0
930,122,32,79,103,6,0
931,119,32,81,104,7,0
932,120,31,80,104,9,0
933,117,29,83,105,11,0
934,115,30,80,108,13,0
935,111,29,87,105,13,0
936,112,29,80,109,10,0
937,109,29,81,109,12,0
938,108,28,82,113,9,0
939,110,28,85,110,6,0
940,107,23,91,110,8,0
941,107,23,88,111,8,0
942,105,23,84,113,11,0
943,107,22,84,112,11,0
944,111,23,79,114,10,0
945,110,24,78,115,10,0
946,112,24,78,115,10,0
947,111,24,77,120,8,0
948,118,23,75,119,7,0
949,117,22,72,118,10,0
950,116,22,71,117,12,0
951,114,21,68,122,15,0
952,113,23,66,124,13,0
953,113,23,68,125,10,0
954,114,21,67,126,9,0
955,111,21,73,125,8,0
956,110,20,76,121,10,0
957,115,21,74,120,9,0
958,116,20,77,116,10,0
959,113,20,81,115,10,0
960,111,21,77,121,10,0
961,116,21,75,121,9,0
962,115,20,80,116,10,0
963,120,18,75,117,13,0
964,125,19,71,116,13,0
965,122,17,75,114,15,0
966,123,18,75,114,15,0
967,121,19,78,116,13,0
968,125,19,77,116,10,0
969,132,18,71,113,11,0
970,131,19,70,117,9,0
971,132,19,74,114,6,0
972,129,20,75,113,7,0
973,130,21,77,104,10,0
974,126,20,80,103,13,0
975,126,21,79,102,13,0
976,126,21,81,102,11,0
977,127,22,81,104,9,0
978,130,22,82,99,9,0
979,131,21,83,100,7,0
980,132,22,81,100,7,0
981,131,21,79,99,8,0
982,133,21,79,101,6,0
983,128,20,80,103,9,0
984,132,19,80,102,9,0
985,133,20,75,106,8,0
986,133,20,76,106,8,0
987,136,20,76,108,4,0
988,135,20,72,108,5,0
989,140,20,74,102,5,0
990,139,20,71,104,7,0
991,139,19,67,106,8,0
992,141,17,69,105,6,0
993,141,17,65,105,6,0
